Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Rajma Chawal,25,559,45.0,18.2,22.23,1,1,980,550,392,255,0.0
Dahi Vada,85,350,40.0,15.0,12.0,1,1,460,350,40,59,2.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,18,16,1.0
Shrimp,20,400,35.0,30.0,18.0,1,1,980,550,30,119,7.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Brown Rice,68,50,13.0,0.6,0.2,1,1,1,112,12,11,1.0
Orange,70,300,40.0,8.0,14.0,1,0,560,250,25,40,4.0
Brown Bread,89,260,26.0,5.0,16.0,1,0,370,160,20,30,1.0
Vegetable Biryani,50,350,50.0,8.0,14.0,1,1,721,498,44,100,2.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Zucchini,0,290,10.0,26.0,16.0,1,1,7,380,177,12,0.0
Tandoori Roti,24,180,30.0,5.0,5.0,1,1,419,200,30,80,8.0
Vegetable Biryani,24,160,18.0,4.0,9.0,1,1,95,240,32,150,4.1
Paneer Tikka,15,193,4.1,5.42,18.2,1,1,469,152,17,181,0.5
Spinach,15,23,3.6,2.9,0.4,1,1,79,167,20,2,2.1
Black Beans,30,227,44.3,15.2,1.8,1,1,381,610,119,80,12.3
Celery,15,6,1.2,0.3,0.1,1,1,35,260,11,40,1.6
Masoor Dal,24,352,55.0,10.0,6.0,1,1,980,749,30,308,7.0
Mushrooms,35,180,30.0,6.0,4.0,1,1,480,520,25,152,2.1
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,91,20,83,0.0
Upma,37,57,15.0,0.4,0.1,1,1,1,116,9,11,3.1
Gulab Jamun,70,41,11.0,0.9,0.2,1,1,69,337,12,33,1.0
Bell Pepper,20,47,1.5,3.3,0.4,1,1,167,64,31,13,2.2
Celery,15,16,3.5,0.7,0.2,1,1,79,260,11,40,1.6
Brown Rice,68,216,44.8,5.0,0.9,1,1,7,154,43,54,3.0
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Quinoa,53,368,61.5,16.9,6.0,1,1,7,429,177,54,10.6
Watermelon,71,30,8.0,0.6,0.2,1,1,1,112,10,8,0.6
Almond Butter,45,230,40.0,10.0,6.0,1,1,520,320,40,59,2.0
Foul Sandwich,40,400,60.0,16.9,10.0,1,1,981,550,35,119,10.6
Berries (mixed),40,43,9.0,0.9,0.1,1,1,0,181,10,16,2.0
Cauliflower,15,25,5.0,1.9,0.3,1,1,30,299,15,22,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,69,17,2.8
Eggs,85,265,32.0,6.0,12.0,1,1,560,320,40,190,8.0
Stir-Fried Tofu,75,180,20.0,5.0,10.0,1,0,119,160,20,119,2.0
Mutton Curry,30,180,20.0,3.0,6.4,1,1,360,250,20,100,3.3
Kibbeh,0,165,0.0,7.25,3.6,1,1,74,393,25,40,0.0
Ginger,72,180,20.0,5.0,10.0,1,0,352,160,20,44,2.0
Mango Pickle,40,60,15.3,5.0,0.6,1,1,28,77,31,14,4.1
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Kofta,4,300,45.0,3.0,9.0,1,1,14,240,23,100,8.0
Blueberries,46,364,65.7,20.04,6.0,1,1,2,747,227,60,12.2
Turkey Breast,0,147,0.0,28.0,1.7,1,1,40,318,25,13,0.0
Coconut,0,340,15.0,25.0,18.0,1,1,710,380,35,70,2.0
Dahi Vada,85,350,45.0,15.0,4.2,1,1,3,300,20,2,4.0
Quinoa,53,120,21.3,4.4,1.9,1,1,7,172,64,17,2.8
Broccoli,15,55,11.2,4.4,0.6,1,1,33,316,21,47,3.3
Eggs,85,265,38.0,6.0,12.0,1,0,560,220,35,81,4.0
Vada Pav,83,450,50.0,18.45,15.0,1,1,659,400,30,80,3.0
Peanuts,14,567,16.1,25.8,87.4,1,1,18,705,168,263,8.5
Green Beans,15,31,6.3,1.3,0.3,1,1,6,175,12,9,2.5
Blueberries,53,57,14.0,0.7,0.2,1,1,1,77,9,6,2.4
Lentil Soup,44,116,21.1,7.9,0.6,1,1,545,368,30,23,7.8
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Lamb,0,285,10.0,25.0,16.0,1,1,710,0,22,60,2.0
Quinoa,53,368,65.7,17.0,2.9,1,1,5,429,177,54,7.0
Mutton Curry,68,180,20.0,3.0,10.0,1,0,30,80,14,15,1.0
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,15,3.4
Kidney Beans,24,332,63.0,24.0,1.2,1,1,2,1045,36,234,10.7
Malai Kofta,24,332,60.1,23.7,1.1,1,1,1,1045,70,234,10.7
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,147,22,80,0.0
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,30,1.0
Chicken Tikka,0,614,19.2,18.45,90.7,1,1,540,565,59,263,3.0
Tomato,37,73,15.0,0.4,0.2,1,1,840,460,17,15,1.6
Bell Peppers,15,31,7.0,1.8,0.2,1,1,5,358,36,16,1.2
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,11,117,0.0
Papdi Chaat,55,184,40.9,3.0,17.0,1,1,246,90,15,20,1.0
Zucchini,0,206,8.0,26.0,16.0,1,1,73,380,59,10,0.0
Uttapam,70,315,40.0,7.0,14.0,1,1,591,320,44,40,8.0
Kibbeh,49,81,14.5,0.8,0.5,1,1,1,358,17,6,4.1
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Mansaf,40,230,20.0,6.0,6.4,1,1,380,524,40,150,5.6
Lassi,0,300,10.0,25.0,22.0,1,1,680,380,35,60,3.0
Tandoori Roti,24,180,20.0,3.0,10.0,1,1,246,240,20,100,3.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,14,16,1.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Fatayer,0,220,10.0,25.0,10.0,1,1,690,400,30,40,0.0
Foul Sandwich,40,400,60.0,16.9,10.0,1,1,981,550,35,119,10.6
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Papdi Chaat,65,300,50.0,8.0,14.0,1,1,167,320,15,169,2.0
Mango Juice,40,120,27.0,4.0,13.6,1,1,50,160,79,423,0.0
Blueberries,59,69,18.0,0.7,0.2,1,1,2,39,9,11,0.9
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Arayes,50,180,35.0,2.0,10.0,1,1,439,180,20,30,3.0
Mutton Biryani,50,479,45.0,28.0,22.0,1,1,820,380,35,60,3.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,12,16,0.5
Lentil Soup,35,43,3.9,2.0,3.0,1,1,72,110,25,182,0.6
Samosa,89,320,45.0,8.0,14.0,1,1,590,300,35,94,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,22,10,0.0
Brown Bread,89,79,15.0,2.0,3.0,1,0,249,120,12,20,2.0
Apple,70,41,11.0,0.7,0.2,1,1,1,112,10,42,1.0
Rasam,24,180,30.0,5.0,4.0,1,1,400,140,22,28,2.0
Orange,40,61,15.0,1.2,0.2,1,1,0,181,14,52,3.1
Eggs,40,562,30.2,5.0,29.8,1,1,199,441,40,100,4.0
Steamed Broccoli,15,140,4.6,13.7,8.6,1,1,88,452,35,11,2.8
Vegetable Soup,65,180,23.0,2.0,17.0,1,1,360,191,20,27,1.0
Almonds,0,165,8.5,2.0,3.6,1,1,73,485,28,35,2.6
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,10,118,0.0
Eggs,40,562,30.2,8.0,29.8,1,1,12,441,392,255,0.0
Chicken Salad,0,196,10.0,12.0,8.0,1,1,246,433,59,80,2.2
Sweet Potato,70,238,19.7,10.0,14.0,1,0,363,214,20,119,3.0
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Seaweed,35,54,3.2,0.3,3.0,1,1,1,118,5,6,0.5
Tomatoes,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Quinoa Pasta,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,7.0
Samboosa,0,614,21.7,27.52,49.86,1,1,0,565,268,150,0.0
Fatayer,0,120,0.7,26.64,13.6,1,1,593,334,30,23,0.0
Cabbage Soup,70,67,14.0,2.0,1.0,1,1,28,68,8,80,1.0
Dahi Vada,85,350,45.0,15.0,6.0,1,1,659,450,44,60,5.0
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,2.6
Green Tea,0,0,0.0,4.18,76.44,1,1,1,7,1,2,0.0
Zucchini,15,17,3.1,1.2,0.3,1,1,8,295,18,16,1.0
Matar Paneer,35,239,20.0,10.0,16.0,1,1,480,560,22,100,4.0
Butter Chicken,0,350,10.0,25.0,49.1,1,1,790,400,30,49,1.0
Tofu,15,144,4.6,16.04,8.6,1,1,593,479,40,669,3.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Blueberries,53,57,14.0,0.7,0.2,1,1,1,77,9,6,2.4
Harira Soup,40,81,16.0,5.0,0.6,1,1,2,160,29,13,4.1
Kidney Beans,24,332,55.0,10.0,6.0,1,1,590,320,40,100,8.0
Peanuts,12,567,16.1,25.8,87.4,1,1,18,705,168,268,8.5
Apple,39,52,12.0,1.1,0.2,1,1,69,320,12,33,3.0
Medu Vada,70,150,20.0,3.0,9.0,1,0,380,120,14,15,1.5
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Pav,65,280,50.0,5.0,8.0,1,1,520,240,35,60,3.0
Dosa,50,120,25.0,2.6,0.2,1,1,16,181,51,16,2.7
Coconut Milk,40,562,28.9,8.0,49.08,1,1,780,441,40,7,8.0
Rasgulla,93,186,23.6,4.0,2.0,1,0,229,100,20,60,3.4
Chicken Curry,0,648,21.6,21.2,87.4,1,1,800,550,59,263,3.0
Celery,15,16,3.5,0.7,0.1,1,1,79,260,11,40,1.6
Apple,70,320,40.0,8.0,12.0,1,0,721,350,25,49,5.0
Mutton Rogan Josh,0,280,2.2,24.0,18.0,1,1,480,58,22,20,0.4
Mutton Biryani,50,479,50.0,28.0,18.0,1,1,380,380,38,80,2.0
Matar Paneer,0,119,0.0,5.65,13.6,1,1,0,0,9,28,0.0
Matar Paneer,35,320,55.0,12.0,5.0,1,1,680,498,40,80,8.0
Rasgulla,93,186,40.9,5.0,2.0,1,0,520,220,25,81,3.0
Celery,15,6,1.2,0.3,0.1,1,1,35,260,11,41,1.6
Almonds,0,654,13.7,15.2,65.75,1,1,1,441,157,98,6.7
Vegetable Biryani,25,559,30.2,18.2,43.9,1,1,12,668,292,36,10.2
Miso Soup,35,180,30.0,5.0,4.0,1,1,419,524,30,20,8.0
Kabsa,50,380,30.0,5.0,16.0,1,1,199,204,10,119,4.1
Apple,95,297,40.0,8.0,14.0,1,0,363,160,20,49,2.0
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Tabbouleh,24,180,30.0,5.0,4.0,1,1,400,200,30,119,7.2
Black Beans,30,227,44.3,15.2,0.9,1,1,1,610,119,28,12.3
Tomatoes,15,18,3.9,0.9,0.2,1,1,5,237,11,12,1.6
Greek Yogurt,11,59,3.6,10.0,97.12,1,1,36,141,12,118,0.0
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Lettuce,15,5,1.2,0.5,0.1,1,1,35,104,7,16,0.6
Mutton Biryani,50,450,50.0,25.0,22.0,1,1,849,420,35,89,3.0
Chicken 65,85,180,20.0,4.0,8.0,1,0,20,29,15,60,1.0
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,10,2.0
Shawarma Wrap,20,220,15.0,12.0,14.0,1,1,360,599,25,60,3.0
Broccoli,15,55,17.8,9.0,0.4,1,1,33,369,21,2,7.0
Chicken 65,85,200,20.0,4.0,12.0,1,0,313,214,20,20,2.0
Chia Seed Oil,85,180,32.0,7.0,2.0,1,0,569,220,33,20,3.0
Manakish,45,400,50.0,20.0,10.0,1,1,981,390,35,100,6.0
Mango Juice,40,320,45.0,8.0,10.0,1,1,680,450,35,22,4.0
Chicken Korma,0,270,5.0,29.0,18.0,1,1,540,281,25,20,1.0
Kunafa,32,52,14.0,1.2,0.7,1,1,1,180,22,25,1.0
Eggplant Parmesan,50,380,30.0,18.45,22.0,1,1,780,879,40,150,7.0
Almonds,0,49,9.0,4.3,0.6,1,1,38,316,31,150,3.6
Zucchini,15,17,3.1,1.2,0.2,1,1,3,295,18,16,1.0
Almonds,0,574,28.9,18.3,42.2,1,1,7,705,392,255,12.2
Palak Paneer,0,884,0.0,15.2,89.07,1,1,16,0,0,1,0.0
Tuna,0,116,0.0,26.0,1.0,1,1,35,333,22,4,0.0
Spinach,10,269,45.0,15.0,4.0,1,1,23,875,79,80,12.2
Matar Paneer,35,54,3.2,0.3,3.0,Yes,1,1,118,5,6,0.5
Rajasthani Dal,37,57,15.3,2.6,0.6,1,1,3,156,5,27,3.1
Mansaf,40,562,28.9,5.0,29.8,1,1,199,441,392,255,0.0
Quinoa Pasta,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Tuna Salad,15,16,3.9,0.9,0.1,1,1,5,202,10,40,1.2
Grilled Salmon,0,170,0.0,7.25,9.0,1,1,57,240,28,80,0.0
Lamb,0,119,0.0,27.95,13.5,1,1,0,299,35,4,0.0
Fish Curry,0,220,10.0,25.0,11.0,1,1,580,380,35,40,2.0
Papdi Chaat,65,300,52.0,8.0,14.0,1,1,580,240,30,49,2.0
Vegetable Pulao,65,320,59.7,7.0,7.0,1,1,590,130,25,49,4.2
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,10,124,0.0
Zucchini,0,184,0.0,7.24,8.2,1,1,73,150,15,11,0.0
Lentil Soup,44,220,5.5,6.0,23.8,1,1,14,213,10,150,2.0
Laban,40,120,21.7,7.9,1.9,1,1,703,478,28,7,3.0
Hummus,85,39,10.0,26.08,7.84,1,1,122,29,1,0,0.0
Lamb Ouzi,20,350,30.0,30.0,18.0,1,1,905,879,30,119,7.0
Pear,55,230,49.9,9.4,2.5,1,1,422,540,29,80,11.0
Bhindi Masala,15,18,3.9,0.9,0.2,1,1,5,237,11,10,1.2
Garlic,30,149,33.1,6.4,10.0,1,1,16,240,10,152,2.1
Brown Bread,89,320,40.0,8.0,14.0,1,0,560,460,38,20,5.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Tabbouleh,24,60,3.9,2.5,5.0,1,1,33,141,9,15,1.2
Apple,95,297,46.0,8.0,9.0,1,1,520,322,40,190,2.0
Cod,30,180,20.0,2.0,16.0,1,1,246,213,20,30,3.3
Kibbeh,49,220,25.0,5.0,12.0,1,1,380,200,22,92,6.0
Orange,42,43,9.0,0.9,0.1,1,1,0,181,10,40,2.3
Brown Bread,89,247,48.0,10.0,1.8,1,1,312,180,29,80,6.5
Bhindi Masala,20,120,9.0,10.1,0.4,1,1,117,470,34,11,3.3
Blueberries,53,57,14.0,0.7,0.2,1,1,1,77,9,6,2.4
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,10,117,0.0
Kidney Beans,53,61,15.0,1.1,0.4,1,1,3,237,17,34,3.0
Brown Bread,89,247,48.0,9.4,1.8,1,1,381,125,29,80,6.7
Cabbage,10,25,5.8,1.3,0.1,1,1,8,170,12,40,2.2
Orange,65,297,46.0,7.0,9.0,1,1,531,260,25,54,4.0
Brussels Sprouts,40,25,5.8,0.9,0.1,1,1,0,156,9,16,2.0
Almond Butter,0,85,3.6,20.0,4.3,1,1,593,429,40,20,8.3
Chicken 65,85,180,20.0,4.0,10.0,1,0,313,214,20,60,2.0
Green Tea,0,290,14.0,25.0,16.0,1,1,710,380,35,60,2.0
Quorn,0,485,44.4,16.5,49.26,1,1,2,407,360,458,
Foul Sandwich,0,359,12.0,28.0,43.0,1,1,700,410,35,60,2.0
Turkey Breast,0,189,0.0,27.0,12.0,1,1,53,393,32,11,0.0
Aloo Tikki,40,239,40.0,12.0,1.0,1,1,260,599,36,87,3.3
Kabsa,50,441,45.0,25.0,18.55,1,1,30,400,15,14,4.0
Maamoul,10,41,9.0,1.1,0.1,1,1,10,146,9,23,1.7
Eggplant Parmesan,0,52,0.7,11.0,0.2,1,1,449,262,21,36,0.0
Avocado,10,160,0.7,3.0,14.7,1,1,7,485,9,60,0.0
Dal,10,117,10.0,9.6,1.9,1,1,279,403,35,40,7.8
Apple,39,52,14.0,0.3,0.2,1,1,0,107,9,6,2.4
Mansaf,40,497,6.6,7.0,86.6,1,1,12,263,25,45,1.0
Chicken Tikka,10,86,7.2,2.9,0.6,1,1,380,207,20,21,1.0
Kidney Beans,53,61,15.0,1.1,0.5,1,1,2,237,17,34,3.0
Salmon,0,250,0.0,22.0,17.0,1,1,63,628,22,12,0.0
Olive Oil,0,106,0.0,27.95,0.8,1,1,35,290,23,4,0.0
Celery,15,16,3.8,0.7,0.1,1,1,79,260,11,11,1.6
Fish Curry,0,280,10.0,12.0,22.0,1,1,550,479,29,419,4.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,393,22,11,0.0
Quinoa Pasta,71,150,20.0,4.0,23.98,1,1,70,320,36,15,2.4
Aloo Gobi,34,206,25.0,21.4,8.0,1,1,580,498,40,108,2.5
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Gobi Manchurian,55,220,30.0,5.0,10.0,1,1,380,230,25,150,2.0
Paneer,0,200,10.0,25.0,8.0,1,1,580,401,39,80,1.0
Cauliflower,15,25,5.0,1.9,0.3,1,1,30,299,15,22,2.0
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Almond Milk,24,39,1.5,1.0,3.0,1,1,185,64,7,182,0.5
Salmon,0,49,8.8,4.3,0.9,1,1,23,491,33,150,8.0
Eggplant,15,25,6.0,1.0,0.2,1,1,2,229,14,9,2.5
Brown Bread,89,180,30.0,5.0,2.0,1,0,199,180,15,30,1.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,10,117,0.0
Lentils,32,352,61.6,20.04,1.1,1,1,2,747,36,45,27.0
Zucchini Noodles,15,33,6.6,2.4,0.3,1,1,2,209,79,16,3.6
Almond Milk,24,39,1.5,1.0,3.0,1,1,72,170,9,182,0.6
Lentils,29,364,63.4,24.8,6.04,1,1,2,747,36,36,10.7
Matar Paneer,35,180,30.0,5.0,4.0,1,1,419,524,39,150,2.1
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,21,12,0.0
Brussels Sprouts,40,25,5.8,0.7,0.1,Yes,1,1,77,9,25,0.6
Tofu,45,230,40.0,10.0,4.0,1,1,580,877,36,80,9.0
Samboosa,45,130,33.1,4.0,0.8,1,1,35,358,30,15,2.0
Lassi,0,89,8.0,14.0,0.6,1,1,380,310,59,40,0.0
Paneer,30,149,33.1,6.4,0.5,1,1,8,401,28,181,2.1
Chia Seeds,0,138,12.3,4.7,7.0,1,1,78,160,28,150,6.5
Almond Milk,24,39,1.5,1.0,3.0,1,1,185,170,9,13,0.5
Almonds,0,165,0.0,2.12,3.6,1,1,63,485,29,40,0.0
Greek Salad,64,133,30.0,4.0,0.5,1,1,10,105,15,15,2.0
Chapati,0,165,0.0,25.0,3.6,1,1,74,334,25,15,0.0
Gulab Jamun,70,41,9.6,0.9,0.4,1,1,5,320,27,42,2.8
Lentils,32,230,45.8,8.9,1.8,1,1,2,485,119,18,8.0
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,5.4
Split Pea Soup,0,140,0.0,29.0,1.0,1,1,63,334,22,12,0.0
Eggs,0,78,0.6,6.0,5.3,1,1,61,63,10,28,0.0
Butter Naan,15,43,9.0,3.3,0.2,1,1,79,342,60,36,2.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,10,2.2
Walnuts,0,654,13.7,15.2,89.07,1,1,2,441,157,98,6.7
Tomato,15,31,6.3,0.9,0.3,1,1,1,175,9,10,2.5
Cucumber,15,16,3.6,0.7,0.2,1,1,2,147,12,14,0.5
Kidney Beans,53,61,15.0,1.2,0.4,1,1,2,237,17,34,3.0
Kadai Paneer,14,223,5.0,5.42,23.8,1,1,469,152,17,181,2.0
Salmon,0,206,0.0,22.0,13.0,1,1,59,628,27,12,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Eggs,0,78,0.6,20.0,5.3,1,1,98,250,6,22,0.0
Mandi,50,300,45.0,15.0,6.0,1,1,167,300,15,59,0.0
Apple,70,300,40.0,8.0,12.0,1,0,721,450,35,35,4.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,13,0.0
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,23,10,0.0
Quinoa Pasta,39,52,14.0,1.1,0.2,1,1,69,320,12,33,3.0
Quinoa Salad,53,218,35.2,10.0,4.0,1,1,480,729,29,70,6.0
Avocado,15,160,9.0,2.0,15.0,1,1,7,291,18,23,0.5
Avocado,10,160,8.5,2.0,14.7,1,1,7,291,18,23,0.5
Lamb,0,220,0.0,25.0,13.4,1,1,57,299,35,14,0.0
Salmon,0,165,0.0,22.0,3.6,1,1,59,436,32,13,0.0
Oranges,45,43,9.6,0.9,0.1,1,1,0,181,10,42,2.8
Walnuts,0,616,21.7,21.2,87.4,1,1,2,705,269,263,12.2
Barley,15,47,10.5,3.3,0.4,1,1,94,343,60,21,2.6
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,11,0.0
Watermelon,71,30,8.0,0.6,0.2,1,1,1,112,10,11,0.6
Fatayer,0,220,10.0,25.0,10.0,1,1,580,400,35,40,0.0
Tandoori Chicken,0,290,5.0,29.0,15.0,1,1,620,281,30,49,1.0
Upma,65,320,45.0,7.0,11.0,1,0,590,350,35,54,3.0
Mango,45,320,45.0,10.0,6.0,1,1,449,250,25,60,3.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Broccoli,15,55,11.0,4.4,0.6,1,1,33,316,21,47,3.3
Orange,40,61,15.4,1.2,0.2,1,1,0,237,10,52,3.1
Shahi Tukda,65,200,35.0,3.0,17.0,1,0,30,80,15,14,2.0
Chicken Korma,0,320,12.0,25.0,20.0,1,1,650,380,35,60,1.0
Malai Kofta,85,350,45.0,15.0,6.0,1,1,460,310,30,59,3.0
Kofta,4,250,45.0,3.0,1.8,1,1,14,401,119,99,5.0
Apple,95,186,23.6,4.0,8.0,1,0,229,100,10,60,2.0
Vegetable Biryani,50,350,50.0,10.0,4.0,1,1,3,318,15,0,4.1
Olive Oil,0,220,0.0,30.0,13.4,1,1,57,0,0,0,0.0
Chicken Salad,10,196,15.0,29.17,9.9,1,1,388,328,30,80,1.0
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,7.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Mushroom Soup,68,180,32.0,10.0,2.7,1,1,422,125,37,28,2.0
Salmon,0,574,28.9,18.3,22.23,1,1,18,705,79,92,12.2
Broccoli,15,55,11.2,4.4,0.6,1,1,33,316,21,47,2.6
Eggs,0,78,0.6,6.0,5.3,1,1,61,63,10,28,0.0
Kheer,85,79,18.0,0.5,0.1,1,0,78,39,9,13,2.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,144,0.0
Chicken Curry,0,250,10.0,15.0,18.0,1,1,550,610,22,669,3.0
Kadai Paneer,14,193,4.1,14.0,18.0,1,1,380,262,23,100,0.6
Broccoli,15,55,11.2,4.4,0.6,1,1,33,316,21,47,3.3
Whole Wheat Pasta,37,124,25.7,18.3,0.5,1,1,3,879,30,56,6.0
Garlic,30,149,33.1,6.4,10.0,1,1,8,240,10,181,2.1
Eggplant,15,25,6.0,1.0,0.2,1,1,2,170,12,9,2.5
Almonds,0,648,21.6,21.2,87.4,1,1,1,733,269,263,15.7
Bell Pepper,59,67,15.0,1.1,0.1,1,1,0,109,29,16,2.2
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Kabsa,50,200,17.9,16.9,12.0,1,1,580,450,35,60,4.0
Green Beans,15,31,6.3,1.3,0.3,1,1,6,211,12,9,2.5
Tomatoes,15,18,3.4,0.6,0.2,1,1,5,237,11,36,1.2
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Chia Seeds,0,106,4.5,14.0,2.0,1,1,8,433,70,9,2.8
Coconut Chutney,35,89,5.0,3.3,8.0,1,1,199,110,10,70,1.0
Coconut,45,89,21.0,0.4,0.1,1,1,12,358,12,9,2.6
Mansaf,65,320,59.7,7.0,7.0,1,1,590,130,25,40,4.2
Pear,65,315,59.7,7.0,7.0,1,1,591,142,25,40,3.5
Olive Oil,0,220,0.0,30.0,13.4,1,1,63,299,35,12,0.0
Shahi Tukda,37,73,15.4,2.6,68.59,1,1,479,152,29,27,2.2
Gajar Halwa,85,265,38.0,7.7,12.0,1,1,585,240,30,190,6.0
Lamb,0,258,0.0,25.0,17.0,1,1,57,299,23,14,0.0
Kunafa,32,53,12.0,2.0,0.7,1,1,1,151,22,27,10.6
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Kale,0,654,13.7,15.2,89.07,1,1,1,441,157,98,6.7
Chicken Biryani,50,400,45.0,28.0,16.0,1,1,820,420,35,100,2.0
Foul Sandwich,40,400,50.0,20.0,18.0,1,1,650,550,35,119,6.0
Shahi Paneer,20,220,15.0,10.0,14.0,1,1,360,220,22,119,6.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Salmon,0,616,21.7,21.2,87.4,1,1,18,705,268,263,15.7
Lamb Kabsa,50,479,50.0,28.0,18.0,1,1,893,470,30,119,2.0
Chicken Salad,0,196,10.0,25.0,8.0,1,1,580,380,36,28,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,20,12,0.0
Rajma Masala,27,215,15.0,10.0,14.0,1,1,480,250,17,119,0.0
Apple,95,186,23.6,4.0,2.0,1,0,229,100,7,60,2.0
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Laban,0,300,10.0,25.0,18.0,1,1,620,420,30,35,0.0
Chicken Korma,0,270,5.0,25.0,18.55,1,1,642,400,25,35,0.0
Tomato,37,57,15.3,0.4,0.2,1,1,0,77,9,11,3.1
Mango Pickle,0,120,0.0,23.31,13.5,1,1,0,0,0,0,0.0
Lentils,29,164,20.0,8.9,6.4,1,1,2,485,28,28,7.9
Harira Soup,0,170,0.0,22.2,8.0,1,1,57,380,32,11,0.0
Stir-Fried Tofu,55,180,10.0,16.9,16.2,1,1,580,401,30,57,8.3
Mansaf,40,230,5.5,6.0,18.0,1,1,469,152,17,152,1.0
Oats,55,389,71.7,16.9,6.9,1,1,2,429,177,54,10.6
Chicken Curry,0,648,21.6,21.2,87.4,1,1,800,550,40,263,2.0
Spinach,28,116,20.0,9.0,0.4,1,1,23,369,33,49,6.7
